"Characters","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type",""
"","","4","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","54","5","25","",""
"","","5","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","52","5","25","",""
"","","6","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","50","5","25","",""
"","","7","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","48","10","25","",""
"","","8","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","46","10","25","",""
"","","9","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","44","10","25","",""
"","","10","Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds","40","15","25","",""
"Shaw","Steam Pump","1","The next attack will push the target away with small force, dealing {{atk_scale}:.0%} physical damage","6","","","Regen over time",""
"","","2","The next attack will push the target away with small force, dealing {{atk_scale}:.0%} physical damage","6","","","",""
"","","3","The next attack will push the target away with small force, dealing {{atk_scale}:.0%} physical damage","6","","","",""
"","","4","The next attack will push the target away with medium force, dealing {{atk_scale}:.0%} physical damage","6","","","",""
"","","5","The next attack will push the target away with medium force, dealing {{atk_scale}:.0%} physical damage","6","","","",""
"","","6","The next attack will push the target away with medium force, dealing {{atk_scale}:.0%} physical damage","6","","","",""
"","","7","The next attack will push the target away with medium force, dealing {{atk_scale}:.0%} physical damage","6","","","",""
"","","8","The next attack will push the target away with medium force, dealing {{atk_scale}:.0%} physical damage","5","","","",""
"","","9","The next attack will push the target away with medium force, dealing {{atk_scale}:.0%} physical damage","5","","","",""
"","","10","The next attack will push the target away with large force, dealing {{atk_scale}:.0%} physical damage","5","","","",""
"Shaw","High-pressure Water Cannon","1","Immediately push away all enemies 2 tiles ahead with small force, dealing {{atk_scale}:.0%} physical damage","20","","","Regen over time",""
"","","2","Immediately push away all enemies 2 tiles ahead with small force, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","3","Immediately push away all enemies 2 tiles ahead with small force, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","4","Immediately push away all enemies 2 tiles ahead with medium force, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","5","Immediately push away all enemies 2 tiles ahead with medium force, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","6","Immediately push away all enemies 2 tiles ahead with medium force, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","7","Immediately push away all enemies 2 tiles ahead with large force, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","8","Immediately push away all enemies 2 tiles ahead with large force, dealing {{atk_scale}:.0%} physical damage","19","","","",""
"","","9","Immediately push away all enemies 2 tiles ahead with large force, dealing {{atk_scale}:.0%} physical damage","18","","","",""
"","","10","Immediately push away all enemies 2 tiles ahead with large force, dealing {{atk_scale}:.0%} physical damage","17","","","",""
"Nearl","First Aid","1","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","","Regen over time",""
"","","2","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","","",""
"","","3","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","","",""
"","","4","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","5","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","6","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","7","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","8","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","","",""
"","","9","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","","",""
"","","10","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","","",""
"Nearl","First Aid Mode","1","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","60","20","40","Regen over time",""
"","","2","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","59","20","40","",""
"","","3","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","58","20","40","",""
"","","4","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","55","25","40","",""
"","","5","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","54","25","40","",""
"","","6","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","53","25","40","",""
"","","7","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","52","30","40","",""
"","","8","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","50","30","40","",""
"","","9","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","45","30","40","",""
"","","10","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","30","40","",""
"Projekt Red","Execution Mode","1","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","Passive",""
"","","2","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","3","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","4","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","5","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","6","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","7","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","8","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","9","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"","","10","Attack +{{atk}:.0%} after deploying, additionally gain {{prob}:.0%} physical evasion","","","10","",""
"Projekt Red","Wolf Pack","1","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","Passive",""
"","","2","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","3","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","4","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","5","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","6","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","7","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","8","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","9","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"","","10","Immediately deal {{atk_scale}:.0%} physical damage to all nearby enemies after deploying and stun them for {stun} seconds","","","","",""
"Liskarm","Charging Defense","1","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","24","","-1","Regen when attacked",""
"","","2","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","24","","-1","",""
"","","3","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","24","","-1","",""
"","","4","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","22","","-1","",""
"","","5","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","22","","-1","",""
"","","6","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","22","","-1","",""
"","","7","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","20","","-1","",""
"","","8","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","20","","-1","",""
"","","9","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","20","","-1","",""
"","","10","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","18","","-1","",""
"Liskarm","Counter Shock","1","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","44","","20","Regen when attacked",""
"","","2","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","43","","20","",""
"","","3","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","42","","20","",""
"","","4","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","41","","20","",""
"","","5","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","40","","20","",""
"","","6","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","39","","20","",""
"","","7","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","38","","20","",""
"","","8","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","37","","20","",""
"","","9","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","36","","20","",""
"","","10","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","34","","20","",""
"Croissant","Automatic Defense","1","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","30","","20","Regen over time",""
"","","2","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","29","","20","",""
"","","3","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","28","","20","",""
"","","4","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","27","4","23","",""
"","","5","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","26","4","23","",""
"","","6","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","25","4","23","",""
"","","7","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","24","8","26","",""
"","","8","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","23","8","27","",""
"","","9","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","22","8","28","",""
"","","10","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","20","12","30","",""
"Croissant","Magnetic Hammer","1","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","22","","","Regen when attacked",""
"","","2","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","22","","","",""
"","","3","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","22","","","",""
"","","4","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","21","","","",""
"","","5","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","21","","","",""
"","","6","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","21","","","",""
"","","7","Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","20","","","",""
"","","8","Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","19","","","",""
"","","9","Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","18","","","",""
"","","10","Push away nearby enemies with huge force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","17","","","",""
"Vulcan","Guard Mode","1","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","20","20","Regen over time",""
"","","2","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","21","21","",""
"","","3","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","22","22","",""
"","","4","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","25","23","",""
"","","5","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","26","24","",""
"","","6","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","27","25","",""
"","","7","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","30","26","",""
"","","8","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","33","27","",""
"","","9","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","37","28","",""
"","","10","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","40","30","",""
"Vulcan","Offense Mode","1","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","20","20","Regen over time",""
"","","2","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","21","21","",""
"","","3","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","22","22","",""
"","","4","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","25","23","",""
"","","5","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","26","24","",""
"","","6","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","27","25","",""
"","","7","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","30","26","",""
"","","8","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","33","27","",""
"","","9","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","37","28","",""
"","","10","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","40","30","",""
"Provence","Wolf's Eye","1","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","Passive",""
"","","2","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","3","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","4","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","5","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","6","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","7","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","8","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","9","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"","","10","Increase damage dealt to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses","","","","",""
"Provence","Slaughter Sense","1","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","20","Regen over time",""
"","","2","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","20","",""
"","","3","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","20","",""
"","","4","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","25","",""
"","","5","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","25","",""
"","","6","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","25","",""
"","","7","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","30","",""
"","","8","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","31","",""
"","","9","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","32","",""
"","","10","Attack +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP","30","","35","",""
"Firewatch","Environmental Camouflage","1","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","30","","25","Regen over time",""
"","","2","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","30","","26","",""
"","","3","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","30","","27","",""
"","","4","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","28","","30","",""
"","","5","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","28","","31","",""
"","","6","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","28","","32","",""
"","","7","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","26","","35","",""
"","","8","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","24","","40","",""
"","","9","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","22","","45","",""
"","","10","Attack +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies) ","20","","50","",""
"Firewatch","Tactical Radio","1","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","10","","Regen over time",""
"","","2","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","10","","",""
"","","3","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","10","","",""
"","","4","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","15","","",""
"","","5","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","15","","",""
"","","6","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","15","","",""
"","","7","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","20","","",""
"","","8","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","20","","",""
"","","9","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","20","","",""
"","","10","Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies","50","30","","",""
"Cliffheart","Chain Hook","1","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} magical damage","7","","","Regen over time",""
"","","2","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} magical damage","7","","","",""
"","","3","The next attack will pull the enemy towards self with small force, dealing {{atk_scale}:.0%} magical damage","7","","","",""
"","","4","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","6","","","",""
"","","5","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","6","","","",""
"","","6","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","6","","","",""
"","","7","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","5","","","",""
"","","8","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","5","","","",""
"","","9","The next attack will pull the enemy towards self with medium force, dealing {{atk_scale}:.0%} magical damage","5","","","",""
"","","10","The next attack will pull the enemy towards self with large force, dealing {{atk_scale}:.0%} magical damage","4","","","",""
"Cliffheart","Binding Chain","1","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with small force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","25","10","","Regen over time",""
"","","2","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with small force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","24","10","","",""
"","","3","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with small force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","23","10","","",""
"","","4","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","22","10","","",""
"","","5","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","21","10","","",""
"","","6","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","20","10","","",""
"","","7","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","19","10","","",""
"","","8","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","18","10","","",""
"","","9","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with medium force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","17","10","","",""
"","","10","Immediately pull up to {{max_target}:.0f} enemies from a large area ahead towards self with large force, dealing {{atk_scale}:.0%} damage that ignores Defense and Magic resistance and stuns them for {stun} seconds","15","10","","",""
"Pramanix","Echo Reverb","1","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","10","10","Regen over time",""
"","","2","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","10","11","",""
"","","3","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","10","12","",""
"","","4","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","15","13","",""
"","","5","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","15","14","",""
"","","6","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","15","15","",""
"","","7","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","20","16","",""
"","","8","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","20","17","",""
"","","9","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","20","18","",""
"","","10","Attack {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed","40","25","20","",""
"Pramanix","Natural Shock","1","All enemies within attack range have {{def}:.0%} Defense and {{magic_resistance}:.0%} Magic resistance","40","10","10","Regen over time",""
