Character,Rarity,SkillId,Skill Name,Skill Level,SP Cost,Initial SP,Skill Duration,Charging Type,Skill Description,o,o,o
,,,,7,32,20,30,,Attack power +{{atk}:.0%},,,
,,,,8,32,20,30,,Attack power +{{atk}:.0%},,,
,,,,9,32,20,30,,Attack power +{{atk}:.0%},,,
,,,,10,30,20,30,,Attack power +{{atk}:.0%},,,
Nightingale,6,skchr_cgbird_2,Arcane Shield,1,11,0,-1,Regen over time,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,2,11,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,3,11,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,4,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,5,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,6,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,7,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,8,9,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,9,9,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
,,,,10,8,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)",,,
Nightingale,6,skchr_cgbird_3,Holy Territory,1,120,100,60,Regen over time,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,2,120,100,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,3,120,100,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,4,120,105,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,5,120,105,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,6,120,105,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,7,120,110,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,8,120,110,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,9,120,110,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
,,,,10,120,115,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",,,
Kroos,3,skchr_kroos_1,Consecutive Shot·Auto,1,5,0,0,Regen on attack,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
,,,,2,5,0,0,,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
,,,,3,5,0,0,,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
,,,,4,4,0,0,,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
,,,,5,4,0,0,,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
,,,,6,4,0,0,,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
,,,,7,4,0,0,,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} physical damage",,,
Catapult,3,skchr_catap_1,Explosion Area Strengthening·Type α,1,55,0,20,Regen over time,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
,,,,2,53,0,22,,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
,,,,3,51,0,24,,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
,,,,4,50,0,25,,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
,,,,5,48,0,27,,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
,,,,6,46,0,29,,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
,,,,7,45,0,30,,Explosion area of normal attacks increased to {{attack@range_scale}:.0%},,,
Adnachiel,3,skcom_atk_up[1],Attack Strengthening·Type α,1,50,0,20,Regen over time,Attack power +{{atk}:.0%},,,
,,,,2,50,0,20,,Attack power +{{atk}:.0%},,,
,,,,3,50,0,20,,Attack power +{{atk}:.0%},,,
,,,,4,45,0,20,,Attack power +{{atk}:.0%},,,
,,,,5,45,0,20,,Attack power +{{atk}:.0%},,,
,,,,6,45,0,20,,Attack power +{{atk}:.0%},,,
,,,,7,40,0,20,,Attack power +{{atk}:.0%},,,
Jessica,4,skchr_jesica_1,Powerful Strike·Type β,1,5,0,0,Regen on attack,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,2,5,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,3,5,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,4,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,5,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,6,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,7,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,8,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,9,4,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
,,,,10,3,0,0,,The next attack deals {{atk_scale}:.0%} damage,,,
Jessica,4,skchr_jesica_2,Cover Smoke,1,50,10,20,Regen over time,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,2,49,10,20,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,3,48,10,20,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,4,47,10,21,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,5,46,10,21,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,6,45,10,21,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,7,44,15,22,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,8,43,15,23,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,9,42,15,24,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
,,,,10,40,20,25,,"Attack power +{{atk}:.0%}, Obtain {{prob}:.0%} physical and magic evasion",,,
Meteor,4,skchr_shotst_1,Armor-crushing Shot,1,5,0,-1,Regen on attack,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,2,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,3,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,4,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,5,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,6,5,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,7,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,8,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,9,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
,,,,10,4,0,-1,,The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{def}:.0%} defense to the target for {{duration}:.0f} seconds,,,
Meteor,4,skchr_shotst_2,Armor-crushing Shot·Spread,1,20,0,-1,Regen on attack,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,2,20,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,3,20,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,4,19,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,5,19,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,6,19,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,7,18,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,8,17,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,9,16,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
,,,,10,15,0,-1,,Immediately deal {{atk_scale}:.0%} physical damage to up to 5 enemies within attack range and inflict {{def}:.0%} defense to the targets for {{duration}:.0f} seconds,,,
ShiraYuki,4,skchr_yuki_1,Whirlwind,1,32,0,25,Regen over time,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,2,31,0,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,3,30,0,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,4,27,5,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,5,26,5,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,6,25,5,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,7,22,10,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,8,21,10,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,9,20,10,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
,,,,10,15,10,25,,Increase attack range by {{ability_range_forward_extend}:.0f} tiles,,,
ShiraYuki,4,skchr_yuki_2,Condensed Weapon,1,35,0,25,Regen over time,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,2,34,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,3,33,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,4,32,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,5,31,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,6,30,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,7,29,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,8,28,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,9,27,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
,,,,10,25,0,25,,"Attacks with spinning darts, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration",,,
Blue Poison,5,skchr_bluep_1,Double Shot·Auto,1,4,0,-1,Regen on attack,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,2,4,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,3,4,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,4,3,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,5,3,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,6,3,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,7,3,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,8,3,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,9,3,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
,,,,10,2,0,-1,,"The next attack will attack an additional target, dealing {{atk_scale}:.0%} physical damage",,,
Blue Poison,5,skchr_bluep_2,Poison Spread,1,50,10,20,Regen over time,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,2,50,10,21,,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,3,50,10,22,,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,4,50,15,23,,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,5,50,15,24,,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,6,50,15,25,,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,7,50,20,26,,"Attack power +{{atk}:.0%}, every attack hits an additional 2 enemies",,,
,,,,8,47,21,27,,"Attack power +{{atk}:.0%}, every attack hits the main target a second time as well as an additional 2 enemies",,,
,,,,9,44,22,28,,"Attack power +{{atk}:.0%}, every attack hits the main target a second time as well as an additional 2 enemies",,,
,,,,10,40,25,30,,"Attack power +{{atk}:.0%}, every attack hits the main target a second time as well as an additional 2 enemies",,,
Platinum,5,skcom_atk_up[3],Attack Strengthening·Type γ,1,40,0,30,Regen over time,Attack power +{{atk}:.0%},,,
,,,,2,40,0,30,,Attack power +{{atk}:.0%},,,
,,,,3,40,0,30,,Attack power +{{atk}:.0%},,,
,,,,4,37,5,30,,Attack power +{{atk}:.0%},,,
,,,,5,37,5,30,,Attack power +{{atk}:.0%},,,
,,,,6,37,5,30,,Attack power +{{atk}:.0%},,,
,,,,7,35,10,30,,Attack power +{{atk}:.0%},,,
,,,,8,34,10,30,,Attack power +{{atk}:.0%},,,
,,,,9,33,10,30,,Attack power +{{atk}:.0%},,,
,,,,10,30,15,30,,Attack power +{{atk}:.0%},,,
Platinum,5,skchr_platnm_2,Pegasus Sight,1,70,0,0,Regen over time,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,2,69,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,3,68,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,4,67,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,5,66,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,6,65,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,7,63,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,8,59,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,9,55,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
,,,,10,50,0,0,,"Slightly decreases attack speed, Attack power +{{atk}:.0%}, Increase attack range. Infinite duration",,,
Meteorite,5,skchr_meteo_1,Spread Shot,1,5,0,0,Regen on attack,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,2,5,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,3,5,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,4,4,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,5,4,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,6,4,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,7,4,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,8,4,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,9,4,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
,,,,10,3,0,0,,"Increase the explosion radius of the next attack, dealing {{atk_scale}:.0%} physical damage",,,
Meteorite,5,skchr_meteo_2,High-explosive Round,1,25,0,-1,Regen over time,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,2,25,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,3,25,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,4,24,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,5,24,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,6,24,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,7,23,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,8,22,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,9,21,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
,,,,10,20,0,-1,,"Immediately fire a flame bomb, dealing {{atk_scale}:.0%} physical damage to all enemies within the attack area and inflicting {{def}:.0f} Defense power for {{duration}:.0f} seconds",,,
Provence,5,skchr_prove_1,Wolf's Eye,1,0,0,0,Passive,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,2,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,3,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,4,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,5,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,6,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,7,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,8,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,9,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
,,,,10,0,0,0,,Increase damage to the target by +{{atk_scale_up}:.0%} for every {{hp_ratio_drop}:.0%} HP the enemy loses,,,
Provence,5,skchr_prove_2,Slaughter Sense,1,30,0,20,Regen over time,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,2,30,0,20,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,3,30,0,20,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,4,30,0,25,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,5,30,0,25,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,6,30,0,25,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,7,30,0,30,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,8,30,0,31,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,9,30,0,32,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
,,,,10,30,0,35,,"Attack power +{{atk}:.0%}, however normal attacks no longer target enemies with higher than 80% HP",,,
Firewatch,5,skchr_milu_1,Environmental Camouflage,1,30,0,25,Regen over time,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,2,30,0,26,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,3,30,0,27,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,4,28,0,30,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,5,28,0,31,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,6,28,0,32,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,7,26,0,35,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,8,24,0,40,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,9,22,0,45,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
,,,,10,20,0,50,,Attack power +{{atk}:.0%} and gain hidden status (will not be targeted by ranged enemies),,,
Firewatch,5,skchr_milu_2,Tactical Radio,1,50,10,0,Regen over time,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,2,50,10,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,3,50,10,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,4,50,15,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,5,50,15,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,6,50,15,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,7,50,20,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,8,50,20,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,9,50,20,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
,,,,10,50,30,0,,Immediately drop {{max_cnt}:.0f} bombs randomly within attack range (will prioritize positions with enemies). Each bomb deals {{atk_scale}:.0%} physical damage to all nearby enemies,,,
Exusiai,6,skchr_angel_1,Assault Mode,1,5,0,0,Regen on attack,"The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage",,,
